meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
FINA/MASTBANK Swimming World Cup 2014,22.03,24/10/2014,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,16,16,969,Beijing,CHN
ISL 2020 Season - Match 7,22.04,06/11/2020,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,17,17,961,Budapest,HUN
FINA Swimming World Cup 2013,22.05,10/08/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,18,18,966,Berlin,GER
ISL 2020 Season - Match 10,22.06,10/11/2020,Men 50 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,19,19,958,Budapest,HUN
ISL 2019 Season - Grand Final,22.06,21/12/2019,Men 50 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,19,20,958,Las Vegas,USA
FINA/airweave Swimming World Cup 2016,22.06,03/09/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,19,21,965,Moscow,RUS
Russian National SC Championships,22.07,09/11/2019,Men 50 Butterfly SCM Male,RUS,Russian Federation,"KOSTIN, Oleg",M,06/05/1992,,,22,22,957,Kazan,RUS
European Short Course Swimming Championships 2009,22.07,13/12/2009,Men 50 Butterfly SCM Male,GER,Germany,"DIETRICH, Johannes",M,10/02/1985,,,22,23,1059,Istanbul,TUR
FINA Swimming World Cup 2018,22.08,30/09/2018,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,24,24,962,Eindhoven,NED
FINA/airweave Swimming World Cup 2016,22.08,04/10/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,24,25,962,Dubai,UAE
12th FINA World Swimming Championships (25m) 2014,22.08,06/12/2014,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,24,26,962,Doha,QAT
FINA/MASTBANK Swimming World Cup 2014,22.08,04/10/2014,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,24,27,962,Moscow,RUS
FINA/Arena Swimming World Cup 2009,22.08,10/11/2009,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,24,28,1058,Stockholm,SWE
FINA Swimming World Cup 2018,22.09,30/09/2018,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,29,29,961,Eindhoven,NED
French Short Course Championships 2014,22.09,23/11/2014,Men 50 Butterfly SCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,29,30,961,Montpellier,FRA
FINA Swimming World Cup 2018,22.11,06/10/2018,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,31,31,958,Budapest,HUN
French Short Course National Championships,22.11,05/12/2013,Men 50 Butterfly SCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,31,32,958,Dijon,FRA
Russian National SC Championships,22.12,08/11/2019,Men 50 Butterfly SCM Male,RUS,Russian Federation,"KOSTIN, Oleg",M,06/05/1992,,,33,33,950,Kazan,RUS
FINA/Arena Swimming World Cup 2009,22.12,14/11/2009,Men 50 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,33,34,1052,Berlin,GER
ISL 2019 Season,22.13,24/11/2019,Men 50 Butterfly SCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,35,35,949,London,GBR
FINA Swimming World Cup 2013,22.13,13/11/2013,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,35,36,955,Beijing,CHN
European Short Course Swimming Championships 2009,22.13,13/12/2009,Men 50 Butterfly SCM Male,GER,Germany,"DIETRICH, Johannes",M,10/02/1985,,,35,37,1051,Istanbul,TUR
FINA/airweave Swimming World Cup 2016,22.14,30/09/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,38,38,954,Beijing,CHN
FINA Swimming World Cup 2013,22.14,10/08/2013,Men 50 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,38,39,954,Berlin,GER
FINA/airweave Swimming World Cup 2016,22.15,30/08/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,40,40,953,Berlin,GER
FINA/Arena Swimming World Cup 2009,22.16,21/11/2009,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,41,41,1046,Singapore,SGP
FINA Swimming World Cup 2018,22.17,17/11/2018,Men 50 Butterfly SCM Male,RUS,Russian Federation,"MOROZOV, Vladimir",M,16/06/1992,,,42,42,950,Singapore,SGP
2018 Trofeu Jose Finkel,22.17,27/08/2018,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,42,43,950,Sao Paulo,BRA
FINA/airweave Swimming World Cup 2016,22.17,26/08/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,42,44,950,Paris-Chartres,FRA
FINA/MASTBANK Swimming World Cup 2014,22.17,27/08/2014,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,42,45,950,Doha,QAT
FINA Swimming World Cup 2013,22.17,07/08/2013,Men 50 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,42,46,950,Eindhoven,NED
European Short Course Swimming Championships 2009,22.17,13/12/2009,Men 50 Butterfly SCM Male,FRA,France,"BOUSQUET, Frederick",M,08/04/1981,,,42,47,1045,Istanbul,TUR
FINA/Arena Swimming World Cup 2009,22.17,14/11/2009,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,42,48,1045,Berlin,GER
European Short Course Swimming Championships 2017,22.18,16/12/2017,Men 50 Butterfly SCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,49,49,949,Copenhagen,DEN
FINA/Arena Swimming World Cup 2009,22.18,14/11/2009,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,49,50,1043,Berlin,GER
European Short Course Swimming Championships 2008,22.18,14/12/2008,Men 50 Butterfly SCM Male,FRA,France,"LEVEAUX, Amaury",M,02/12/1985,,,49,51,1084,Rijeka,CRO
2020 Japan National Swimming Championships,22.19,17/10/2020,Men 50 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,52,52,941,Tokyo,JPN
ISL 2019 Season,22.20,27/10/2019,Men 50 Butterfly SCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,53,53,940,Budapest,HUN
12th FINA World Swimming Championships (25m) 2014,22.20,05/12/2014,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,53,54,946,Doha,QAT
FINA/MASTBANK Swimming World Cup 2014,22.20,28/10/2014,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,53,55,946,Tokyo,JPN
ISL 2019 Season,22.21,17/11/2019,Men 50 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,56,56,939,College Park,USA
2018 Trofeu Jose Finkel,22.22,27/08/2018,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,57,57,944,Sao Paulo,BRA
FINA/airweave Swimming World Cup 2017,22.22,11/11/2017,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,57,58,944,Beijing,CHN
FINA Swimming World Cup 2013,22.22,07/08/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,57,59,944,Eindhoven,NED
11th FINA World Swimming Championships (25m) 2012,22.22,15/12/2012,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,57,60,944,Istanbul,TUR
2012 Trofeu Jose Finkel,22.22,20/08/2012,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,57,61,944,Sao Paulo,BRA
European Short Course Swimming Championships 2019,22.23,07/12/2019,Men 50 Butterfly SCM Male,RUS,Russian Federation,"KOSTIN, Oleg",M,06/05/1992,,,62,62,936,Glasgow,GBR
11th FINA World Swimming Championships (25m) 2012,22.23,14/12/2012,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,62,63,943,Istanbul,TUR
European Short Course Swimming Championships 2008,22.23,14/12/2008,Men 50 Butterfly SCM Male,FRA,France,"LEVEAUX, Amaury",M,02/12/1985,,,62,64,1077,Rijeka,CRO
FINA Swimming World Cup 2013,22.24,05/11/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,65,65,941,Singapore,SGP
FINA Swimming World Cup 2013,22.26,09/11/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,66,66,939,Tokyo,JPN
11th FINA World Swimming Championships (25m) 2012,22.26,15/12/2012,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,66,67,939,Istanbul,TUR
FINA Swimming World Cup 2018,22.27,04/11/2018,Men 50 Butterfly SCM Male,RUS,Russian Federation,"MOROZOV, Vladimir",M,16/06/1992,,,68,68,938,Beijing,CHN
European Short Course Swimming Championships 2017,22.27,16/12/2017,Men 50 Butterfly SCM Male,RUS,Russian Federation,"POPKOV, Aleksandr",M,27/12/1994,,,68,69,938,Copenhagen,DEN
FINA Swimming World Cup 2013,22.27,17/10/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,68,70,938,Dubai,UAE
FINA/Arena Swimming World Cup 2009,22.27,21/11/2009,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,68,71,1031,Singapore,SGP
ISL 2020 Season - Match 3,22.28,25/10/2020,Men 50 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,72,72,930,Budapest,HUN
FINA Swimming World Cup 2013,22.28,17/10/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,72,73,936,Dubai,UAE
Australian Championships 2009 (25m),22.28,10/08/2009,Men 50 Butterfly SCM Male,AUS,Australia,"JAUKOVIC, Matt",M,17/11/1985,,,72,74,1070,Hobart,AUS
FINA Swimming World Cup 2018,22.29,11/11/2018,Men 50 Butterfly SCM Male,RUS,Russian Federation,"MOROZOV, Vladimir",M,16/06/1992,,,75,75,935,Tokyo,JPN
FINA/airweave Swimming World Cup 2016,22.29,30/08/2016,Men 50 Butterfly SCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,75,76,935,Berlin,GER
FINA/Arena Swimming World Cup 2009,22.29,10/11/2009,Men 50 Butterfly SCM Male,FRA,France,"BOUSQUET, Frederick",M,08/04/1981,,,75,77,1028,Stockholm,SWE
FINA/Arena Swimming World Cup 2009,22.29,10/11/2009,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,75,78,1028,Stockholm,SWE
French 25m Championships,22.29,06/12/2008,Men 50 Butterfly SCM Male,FRA,France,"LEVEAUX, Amaury",M,02/12/1985,,,75,79,1068,Angers,FRA
ISL 2020 Season - Match 4,22.30,27/10/2020,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,80,80,927,Budapest,HUN
FINA/airweave Swimming World Cup 2016,22.30,25/10/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,80,81,934,Tokyo,JPN
FINA/airweave Swimming World Cup 2016,22.30,26/08/2016,Men 50 Butterfly SCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,80,82,934,Paris-Chartres,FRA
FINA Swimming World Cup 2013,22.30,20/10/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,80,83,934,Doha,QAT
FINA/Arena Swimming World Cup 2012,22.30,20/10/2012,Men 50 Butterfly SCM Male,AUS,Australia,"TARGETT, Matthew",M,24/12/1985,,,80,84,934,Berlin,GER
European Short Course Swimming Championships 2009,22.30,13/12/2009,Men 50 Butterfly SCM Male,GER,Germany,"DIETRICH, Johannes",M,10/02/1985,,,80,85,1027,Istanbul,TUR
Russian National SC Championships,22.31,09/11/2019,Men 50 Butterfly SCM Male,RUS,Russian Federation,"POPKOV, Aleksandr",M,27/12/1994,,,86,86,926,Kazan,RUS
FINA/airweave Swimming World Cup 2017,22.31,03/08/2017,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,86,87,932,Moscow,RUS
FINA/airweave Swimming World Cup 2016,22.31,29/10/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,86,88,932,Hong Kong,HKG
ISL 2020 Season - Match 5,22.32,31/10/2020,Men 50 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,89,89,925,Budapest,HUN
Lausanne Swim Cup,22.32,13/12/2019,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,89,90,925,Lausanne,SUI
Championnat de France SC,22.32,13/12/2019,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,89,91,925,Angers,FRA
FINA Swimming World Cup 2018,22.32,17/11/2018,Men 50 Butterfly SCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,89,92,931,Singapore,SGP
FINA/airweave Swimming World Cup 2017,22.32,06/08/2017,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,89,93,931,Berlin,GER
FINA/Arena Swimming World Cup 2009,22.32,16/10/2009,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,89,94,1024,Durban,RSA
FINA/airweave Swimming World Cup 2016,22.33,21/10/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,95,95,930,Singapore,SGP
FINA Swimming World Cup 2013,22.33,09/11/2013,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,95,96,930,Tokyo,JPN
FINA/Arena Swimming World Cup 2009,22.33,14/11/2009,Men 50 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,95,97,1023,Berlin,GER
FINA/Arena Swimming World Cup 2009,22.33,06/11/2009,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,95,98,1023,Moscow,RUS
European Short Course Swimming Championships 2008,22.33,14/12/2008,Men 50 Butterfly SCM Male,FRA,France,"LEVEAUX, Amaury",M,02/12/1985,,,95,99,1063,Rijeka,CRO
European Short Course Swimming Championships 2008,22.33,14/12/2008,Men 50 Butterfly SCM Male,ESP,Spain,"MUNOZ, Rafael",M,03/03/1988,,,95,100,1063,Rijeka,CRO
14th FINA World Swimming Championships (25m) 2018,22.34,14/12/2018,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,101,101,929,Hangzhou,CHN
14th FINA World Swimming Championships (25m) 2018,22.34,12/12/2018,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,101,102,929,Hangzhou,CHN
FINA/Arena Swimming World Cup 2012,22.34,06/10/2012,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,101,103,929,Doha,QAT
European Short Course Swimming Championships 2010,22.34,28/11/2010,Men 50 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,101,104,929,Eindhoven,NED
European Short Course Swimming Championships 2009,22.34,13/12/2009,Men 50 Butterfly SCM Male,RUS,Russian Federation,"KOROTYSHKIN, Evgenii",M,30/04/1983,,,101,105,1021,Istanbul,TUR
FINA/Arena Swimming World Cup 2009,22.34,14/11/2009,Men 50 Butterfly SCM Male,FRA,France,"BOUSQUET, Frederick",M,08/04/1981,,,101,106,1021,Berlin,GER
HPC-trainingswedstrijd,22.35,18/10/2020,Men 50 Butterfly SCM Male,NED,Netherlands,"KORSTANJE, Nyls",M,05/02/1999,,,107,107,921,Amsterdam,NED
European Short Course Swimming Championships 2019,22.35,07/12/2019,Men 50 Butterfly SCM Male,HUN,Hungary,"SZABO, Szebasztian",M,11/03/1996,,,107,108,921,Glasgow,GBR
FINA/MASTBANK Swimming World Cup 2014,22.35,29/09/2014,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,107,109,927,Hong Kong,HKG
FINA/airweave Swimming World Cup 2016,22.36,08/10/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,110,110,926,Doha,QAT
European Short Course Swimming Championships 2015,22.36,05/12/2015,Men 50 Butterfly SCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,110,111,926,Netanya,ISR
European Short Course Swimming Championships 2013,22.36,15/12/2013,Men 50 Butterfly SCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,110,112,926,Herning,DEN
FINA Swimming World Cup 2013,22.36,12/10/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,110,113,926,Moscow,RUS
European Short Course Swimming Championships 2008,22.36,14/12/2008,Men 50 Butterfly SCM Male,SRB,Serbia,"CAVIC, Milorad",M,31/05/1984,,,110,114,1058,Rijeka,CRO
ISL 2020 Season - Match 9,22.37,10/11/2020,Men 50 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,115,115,919,Budapest,HUN
Russian National SC Championships,22.37,08/11/2019,Men 50 Butterfly SCM Male,RUS,Russian Federation,"POPKOV, Aleksandr",M,27/12/1994,,,115,116,919,Kazan,RUS
FINA Swimming World Cup 2018,22.37,17/11/2018,Men 50 Butterfly SCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,115,117,925,Singapore,SGP
FINA Swimming World Cup 2013,22.37,13/11/2013,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,115,118,925,Beijing,CHN
FINA Swimming World Cup 2013,22.37,07/08/2013,Men 50 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,115,119,925,Eindhoven,NED
ISL 2020 Season - Match 5,22.38,31/10/2020,Men 50 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,120,120,917,Budapest,HUN
ISL 2020 Season - Match 2,22.38,19/10/2020,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,120,121,917,Budapest,HUN
European Short Course Swimming Championships 2019,22.38,07/12/2019,Men 50 Butterfly SCM Male,TUR,Turkey,"GURES, Umitcan",M,24/06/1999,,,120,122,917,Glasgow,GBR
14th FINA World Swimming Championships (25m) 2018,22.38,15/12/2018,Men 50 Butterfly SCM Male,TTO,Trinidad and Tobago,"CARTER, Dylan",M,30/01/1996,,,120,123,924,Hangzhou,CHN
13th FINA World Swimming Championships (25m) 2016,22.38,09/12/2016,Men 50 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,120,124,924,Windsor,CAN
European Short Course Swimming Championships 2013,22.38,15/12/2013,Men 50 Butterfly SCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,120,125,924,Herning,DEN
European Short Course Swimming Championships 2019,22.39,07/12/2019,Men 50 Butterfly SCM Male,EST,Estonia,"ZAITSEV, Daniel",M,13/12/1997,,,126,126,916,Glasgow,GBR
14th FINA World Swimming Championships (25m) 2018,22.39,13/12/2018,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,126,127,923,Hangzhou,CHN
FINA Swimming World Cup 2018,22.39,11/11/2018,Men 50 Butterfly SCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,126,128,923,Tokyo,JPN
European Short Course Swimming Championships 2017,22.39,16/12/2017,Men 50 Butterfly SCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,126,129,923,Copenhagen,DEN
ASA Winter Meet (25m) 2015,22.39,20/12/2015,Men 50 Butterfly SCM Male,GBR,Great Britain,"PROUD, Benjamin",M,21/09/1994,,,126,130,923,Sheffield,GBR
FINA/Arena Swimming World Cup 2010,22.39,30/10/2010,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,126,131,923,Berlin,GER
Russian National SC Championships,22.40,09/11/2019,Men 50 Butterfly SCM Male,RUS,Russian Federation,"MARKOV, Daniil",M,21/04/2000,,,132,132,915,Kazan,RUS
14th FINA World Swimming Championships (25m) 2018,22.40,15/12/2018,Men 50 Butterfly SCM Male,GER,Germany,"KUSCH, Marius",M,05/05/1993,,,132,133,921,Hangzhou,CHN
FINA Swimming World Cup 2018,22.40,17/11/2018,Men 50 Butterfly SCM Male,SGP,Singapore,"SCHOOLING, Joseph",M,16/06/1995,,,132,134,921,Singapore,SGP
13th FINA World Swimming Championships (25m) 2016,22.40,10/12/2016,Men 50 Butterfly SCM Male,USA,United States of America,"SHIELDS, Tom",M,11/07/1991,,,132,135,921,Windsor,CAN
11th FINA World Swimming Championships (25m) 2012,22.40,14/12/2012,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,132,136,921,Istanbul,TUR
2012 Trofeu Jose Finkel,22.40,20/08/2012,Men 50 Butterfly SCM Male,BRA,Brazil,"CIELO FILHO, Cesar",M,10/01/1987,,,132,137,921,Sao Paulo,BRA
10th FINA World Swimming Championships (25m) 2010,22.40,18/12/2010,Men 50 Butterfly SCM Male,VEN,Venezuela,"SUBIRATS, Albert",M,25/09/1986,,,132,138,921,Dubai,UAE
FINA/Arena Swimming World Cup 2009,22.40,21/11/2009,Men 50 Butterfly SCM Male,RSA,South Africa,"SCHOEMAN, Roland",M,03/07/1980,,,132,139,1013,Singapore,SGP
FINA/Arena Swimming World Cup 2009,22.40,16/10/2009,Men 50 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,132,140,1013,Durban,RSA
ISL 2020 Season - Match 8,22.41,06/11/2020,Men 50 Butterfly SCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,141,141,914,Budapest,HUN
2020 Japan National Swimming Championships,22.41,17/10/2020,Men 50 Butterfly SCM Male,JPN,Japan,"KAWAMOTO, Takeshi",M,19/02/1995,,,141,142,914,Tokyo,JPN
2020 Japan National Swimming Championships,22.41,17/10/2020,Men 50 Butterfly SCM Male,JPN,Japan,"TANAKA, Yuuya",M,08/08/1998,,,141,143,914,Tokyo,JPN
14th FINA World Swimming Championships (25m) 2018,22.41,14/12/2018,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,141,144,920,Hangzhou,CHN
FINA Swimming World Cup 2018,22.41,06/10/2018,Men 50 Butterfly SCM Male,BRA,Brazil,"SANTOS, Nicholas",M,14/02/1980,,,141,145,920,Budapest,HUN
13th FINA World Swimming Championships (25m) 2016,22.41,09/12/2016,Men 50 Butterfly SCM Male,RSA,South Africa,"LE CLOS, Chad",M,12/04/1992,,,141,146,920,Windsor,CAN
FINA/airweave Swimming World Cup 2016,22.41,03/09/2016,Men 50 Butterfly SCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,141,147,920,Moscow,RUS
FINA/airweave Swimming World Cup 2016,22.41,26/08/2016,Men 50 Butterfly SCM Male,UKR,Ukraine,"GOVOROV, Andrii",M,10/04/1992,,,141,148,920,Paris-Chartres,FRA
European Short Course Swimming Championships 2013,22.41,15/12/2013,Men 50 Butterfly SCM Male,GER,Germany,"DEIBLER, Steffen",M,10/07/1987,,,141,149,920,Herning,DEN
